SUBJECT.NAME	Biochem.Albumin	Biochem.ALP	Biochem.ALT	Biochem.AST	Biochem.Calcium	Biochem.Chloride	Biochem.Creatinine	Biochem.Glucose	Biochem.HDL	Biochem.LDL	Biochem.Phosphorous	Biochem.Potassium	Biochem.Sodium	Biochem.Tot.Cholesterol	Biochem.Tot.Protein	Biochem.Triglycerides	Biochem.Urea	EndNormalBW	Date.StudyDay	Date.Season	Date.Month	Date.Year	Family	GENDER	Age	CageDensity	Litter
A063787304	NA	143	22	55	2.24	98	NA	13.54	2	0.44	2.72	7.3	137	3.06	42.8	1.2	8.4	29.8	277	autumn	10	2003	A2.4:D4.3(2) A2.4:H1.3(3)	M	64	4	1
A063788521	25.7	103	6	77	2.01	95	21	8.7	1.6	0.36	2.06	NA	129	3.03	48.2	NA	8.1	23.9	263	autumn	10	2003	E1.4:H1.3(3) E1.4:D2.3(2)	M	67	4	2
A063789566	31.8	228	35	138	2.15	100	NA	8.57	1.51	0.63	3.02	NA	135	2.72	52.8	0.28	8.5	21	488	spring	5	2004	H1.5:C4.4(1) H1.5:G2.4(3)	F	71	3	2
A063789585	26.3	113	18	76	1.96	99	17	9.06	1.9	0.4	1.95	NA	131	3.29	48.8	0.43	7.6	24.5	473	spring	5	2004	H4.4:C2.3(5) H4.4:G3.3(7)	M	74	4	4
A063789782	28.3	178	21	101	2.28	103	21	12.99	1.24	0.39	2.14	NA	140	2.15	51.5	0.37	7	20.2	418	spring	3	2004	D3.5:G4.4(2) D3.5:C4.4(3)	F	66	4	1
A063790079	26.1	92	15	103	2.15	98	20	10.51	1.24	0.35	2.04	NA	130	2.29	46.1	0.28	8	22.4	418	spring	3	2004	D4.4:G5.3(3) D4.4:C2.3(5)	F	63	4	3
A063790268	24.8	92	20	77	2.05	94	17	9.32	1.41	0.35	2.65	NA	128	2.94	48.3	1.14	7.6	24.7	439	spring	4	2004	B3.4:E2.3(3) B3.4:A5.3(2)	M	63	5	5
A063790772	27.9	128	17	77	2.23	98	26	11.5	1.71	0.36	2.79	NA	140	2.96	51.9	1.39	6.9	27.6	264	autumn	10	2003	A1.4:D2.3(2) A1.4:H1.3(2)	M	65	5	2
A063792845	28.5	104	31	109	2.06	101	20	10.57	1.01	0.28	2.44	NA	134	2.21	47.7	0.52	8.9	18.5	306	autumn	11	2003	F4.4:A4.3(5) F4.4:E5.3(4)	F	69	5	2
A063793601	27.8	108	24	67	2.35	109	20	10.96	1.65	0.46	2.27	NA	147	2.63	51.8	0.39	9.9	28.4	452	spring	4	2004	F3.5:A4.4(3) F3.5:E4.4(3)	M	70	5	1
A063795281	29.8	111	13	98	1.99	96	NA	5.96	1.47	0.45	2.44	NA	129	3.23	50.5	NA	9.5	26	467	spring	4	2004	E3.5:H4.4(2) E3.5:D3.4(4)	F	71	3	1
A063796366	30.1	130	15	134	2	99	NA	5.84	1.66	0.48	NA	NA	131	3.41	50.4	0.1	8.4	20.7	NA	NA	NA	NA	H2.5:C3.4(3) H2.5:G4.4(2)	F	71	4	1
A063797783	NA	132	NA	NA	1.88	91	NA	6.46	0.86	0.41	2.95	NA	120	3.68	NA	NA	9	21.8	257	autumn	10	2003	E2.3:H2.2(3) E2.3:D4.2(2)	F	68	6	4
A063798057	29.3	116	26	103	2.03	94	NA	10.03	0.86	0.3	2.6	NA	125	1.95	49.8	NA	8.9	19.4	488	spring	5	2004	A4.4:D3.3(4) A4.4:H2.3(3)	F	72	4	3
A063798078	29.5	186	19	93	2.08	99	18	6.5	1.65	0.32	1.79	NA	135	2.46	49.6	0.32	6.7	20.9	453	spring	4	2004	H1.3:C4.4(1) H1.3:G2.4(3)	F	71	3	1
A063798598	24.5	179	17	83	1.9	90	NA	9.66	0.93	0.23	2.04	NA	124	1.96	43.9	0.37	4.7	18.3	425	spring	3	2004	B2.5:E1.4(5) B2.5:A1.4(6)	F	70	6	2
A063800540	27.1	124	15	88	2.04	85	18	12.51	1.13	0.33	3.06	NA	120	2.4	47.2	0.39	6.2	23.6	439	spring	4	2004	A5.4:D4.3(5) A5.4:H1.3(6)	F	64	6	3
A063800843	28.6	149	12	92	1.96	86	17	10.93	0.93	0.33	2.38	8.9	125	2.39	46.6	NA	5.9	22.7	411	spring	3	2004	H2.4:C1.3(3) H2.4:G2.3(2)	F	66	6	5
A063801090	26.6	122	30	176	1.82	90	18	8.83	2.2	0.52	2.55	NA	125	4.3	51	0.22	8.4	29.5	411	spring	3	2004	B5.4:E4.3(5) B5.4:A4.3(5)	M	66	3	3
A063801554	23.5	84	36	92	2.01	92	NA	11.51	1.57	0.63	2.5	NA	130	2.92	44.8	0.45	7.1	27	487	spring	5	2004	E5.4:H3.3(6) E5.4:D3.3(6)	M	71	4	5
A063802607	29.9	85	9	87	1.89	85	20	9.61	1.39	0.44	2.91	NA	120	3.42	48.5	NA	6.9	22.9	320	winter	12	2003	D2.4:G3.3(3) D2.4:C2.3(3)	M	68	6	3
A063802835	26.7	154	22	85	2.02	98	20	8.56	2.35	0.48	3.46	NA	135	3.69	50.2	0.49	8.5	27.8	298	autumn	11	2003	G2.4:B5.3(2) G2.4:F3.3(2)	M	64	6	1
A063802870	27.2	134	17	103	2.04	98	22	11.45	1.56	0.46	2.58	NA	133	3.25	51.3	0.83	7.2	25.5	305	autumn	11	2003	G5.3:B2.2(5) G5.3:F2.2(7)	M	65	6	6
A063804009	30.4	176	22	120	2.01	98	NA	6.29	1.23	0.25	2.09	NA	131	2.46	51.2	0.64	7.7	23.1	355	winter	1	2004	G5.3:B2.2(5) G5.3:F2.2(7)	F	65	4	7
A063804552	30.4	75	16	122	1.87	90	NA	6.17	1.35	0.36	2.44	NA	121	3.36	50	NA	7.9	20.6	467	spring	4	2004	E3.5:H4.4(2) E3.5:D3.4(4)	F	71	3	1
A063806359	26.7	162	34	115	1.98	97	20	9.87	1.82	0.19	2.36	NA	135	2.91	49.5	0.28	7.7	24	305	autumn	11	2003	A5.3:D1.2(5) A5.3:H3.2(5)	M	69	5	3
A063808624	26.8	177	59	428	1.74	91	17	5.61	0.98	0.23	3.6	NA	124	2.51	48.8	0.53	7.4	25.7	354	winter	1	2004	E2.4:H3.3(2) E2.4:D4.3(2)	M	63	6	3
A063808790	30.3	103	13	326	1.86	94	NA	13.09	0.95	0.54	3	NA	124	3.09	47.5	0.19	8.8	28.3	375	winter	1	2004	B3.4:E2.3(3) B3.4:A5.3(2)	M	70	5	4
A063810348	28.3	71	NA	NA	NA	81	18	4.1	0.73	0.49	2.31	NA	NA	3.93	NA	0.53	5.5	20.3	285	autumn	10	2003	F1.4:A2.3(2) F1.4:E1.3(3)	F	62	4	2
A063811098	NA	105	21	99	2.19	99	NA	11.18	1.65	0.37	2.93	NA	138	2.87	46.3	1.14	8.6	32.3	271	autumn	10	2003	B3.4:E2.3(3) B3.4:A5.3(2)	M	63	4	2
A063812087	28.1	80	25	66	2.13	97	21	11.53	1.84	0.39	2.39	NA	133	3.1	50.1	0.52	8.4	35.7	494	spring	5	2004	A2.5:D2.4(4) A2.5:H3.4(2)	M	71	4	3
A063812098	28.1	177	17	152	1.76	82	17	4.47	0.86	0.3	3.04	NA	110	2.89	48.7	NA	7.8	18.1	390	winter	2	2004	E2.4:H3.3(2) E2.4:D4.3(2)	F	64	4	5
A063813024	27.4	106	25	78	2.21	103	22	8.33	NA	0.28	2.82	NA	144	2.87	52.7	0.66	6.8	36	417	spring	3	2004	A2.5:D2.4(4) A2.5:H3.4(2)	M	66	4	1
A063813601	NA	152	12	60	2.2	98	NA	13.15	1.57	0.59	2.53	NA	137	2.91	43.2	0.35	7.5	27.4	270	autumn	10	2003	H2.4:C1.3(3) H2.4:G2.3(2)	M	64	4	1
A063814864	29.9	127	21	117	1.86	88	17	7.77	NA	0.48	NA	NA	119	3.3	50.8	NA	6.9	22	404	winter	2	2004	G1.5:B3.4(3) G1.5:F3.4(2)	F	64	4	1
A063815560	28.8	131	10	69	2.21	104	24	NA	1.45	0.32	2.64	NA	143	2.69	53.3	0.95	11.7	28.8	263	autumn	10	2003	G4.3:B5.2(3) G4.3:F2.2(3)	M	64	4	6
A063816580	26.1	144	NA	NA	1.99	103	NA	6.92	1.18	0.35	2.93	NA	134	2.07	43.3	0.24	8.9	20.9	418	spring	3	2004	D3.5:G4.4(2) D3.5:C4.4(3)	F	66	4	1
A063818533	21	158	10	95	1.93	92	20	6.48	1.27	0.29	1.58	5.1	128	1.9	41.2	0.34	6.2	25.9	424	spring	3	2004	A3.4:D4.3(2) A3.4:H4.3(2)	M	62	3	4
A063820535	27.8	139	15	112	1.9	94	NA	9.78	0.96	0.35	1.95	NA	126	2.39	46.3	0.11	6.2	20.8	467	spring	4	2004	B1.5:E1.4(4) B1.5:A1.4(5)	F	70	4	3
A063820626	25.3	77	36	104	1.89	93	NA	9.85	1.31	0.64	2.56	NA	124	3.15	46.8	0.23	8.4	33.8	487	spring	5	2004	C3.5:F3.4(3) C3.5:B4.4(2)	M	71	4	1
A063820850	28.1	123	14	130	1.71	83	17	7.08	1.02	0.29	2.38	NA	115	2.94	51.2	0.24	6.6	24.1	411	spring	3	2004	F1.5:A1.4(5) F1.5:E2.4(3)	M	66	4	1
A063821291	31.8	220	15	100	1.9	91	17	5.83	0.97	0.49	2.89	NA	123	2.73	52.2	NA	11.5	21.2	439	spring	4	2004	A5.4:D4.3(5) A5.4:H1.3(6)	F	64	6	3
A063822811	27.7	112	64	130	2.17	101	18	10.59	1.83	0.32	2.64	NA	139	3.03	52.4	1.35	7.8	31.3	439	spring	4	2004	B3.4:E2.3(3) B3.4:A5.3(2)	M	63	5	5
A063823314	27.5	133	24	122	2.03	98	NA	5.35	1	0.32	NA	NA	129	1.95	45.6	0.4	6.7	19.2	488	spring	5	2004	B3.5:E4.4(2) B3.5:A3.4(4)	F	72	5	3
A063823801	21	129	NA	NA	1.74	98	17	7.04	NA	0.3	3.18	NA	126	1.67	NA	0.51	9.7	17.3	432	spring	3	2004	H4.4:C2.3(5) H4.4:G3.3(7)	F	64	4	3
A063823828	26.7	198	17	70	2.02	93	19	11.46	2.61	0.46	2.38	NA	128	3.81	51.2	0.31	5.8	26.5	417	spring	3	2004	G3.4:B5.3(3) G3.4:F4.3(3)	M	62	4	2
A063825775	27.8	143	11	86	1.91	92	NA	7.22	1.11	0.3	1.88	8.9	123	2.38	48.2	0.12	6.9	21.9	404	winter	2	2004	G1.5:B3.4(3) G1.5:F3.4(2)	F	64	4	1
A063828638	29	86	19	79	2.27	98	19	9.31	2.04	0.74	2.98	NA	128	4.09	54.4	0.9	8.7	30.5	263	autumn	10	2003	E1.4:H1.3(3) E1.4:D2.3(2)	M	67	4	2
A063832352	27.8	130	17	124	1.79	90	NA	11.52	1.08	0.43	NA	NA	122	2.84	45.5	NA	6.3	18.2	411	spring	3	2004	A4.4:D3.3(4) A4.4:H2.3(3)	F	67	4	2
A063832587	31.7	94	23	106	2.18	98	24	13.58	1.81	0.45	2.8	NA	138	3.81	56.7	0.44	6.7	27.7	397	winter	2	2004	D3.4:G5.3(2) D3.4:C5.3(2)	M	63	6	3
A063832617	29.4	122	14	124	1.94	93	NA	7.56	0.8	0.33	2.07	NA	124	2.24	48.8	NA	5.9	20	467	spring	4	2004	B1.5:E1.4(4) B1.5:A1.4(5)	F	70	4	3
A063832855	29.9	154	18	74	2.13	98	20	9.66	NA	0.45	2.49	NA	139	3.81	57.8	0.36	6.6	29	417	spring	3	2004	D3.5:G4.4(2) D3.5:C4.4(3)	M	65	4	1
A063834324	29.5	102	19	85	2.07	94	18	9.33	1.02	0.34	NA	NA	128	2.4	47.6	0.11	7.7	28.7	495	spring	5	2004	A5.5:D5.4(3) A5.5:H4.4(4)	F	71	4	1
A063835873	33.5	NA	56	NA	2	97	19	10.87	0.77	0.44	2.44	NA	134	2.42	49.7	0.26	9.9	17	264	autumn	10	2003	H1.4:C2.3(2) H1.4:G1.3(2)	F	65	4	2
A063836639	29.5	122	8	142	1.84	81	17	6	1.25	0.51	3.24	NA	113	3.67	48.9	NA	6.3	23.3	390	winter	2	2004	C3.4:F1.3(4) C3.4:B2.3(4)	F	67	4	3
A063837274	30.5	125	15	94	1.97	93	21	6.87	1.59	0.33	2.86	NA	130	3.62	53.2	NA	8.2	29.2	NA	NA	NA	NA	H3.4:C2.3(4) H3.4:G3.3(4)	M	64	6	2
A063837379	32.5	179	NA	444	2.09	97	NA	5.8	1.83	0.46	3.49	NA	136	3.42	51.5	0.32	11.3	20.7	250	autumn	9	2003	C1.4:F1.3(3) C1.4:B4.3(4)	F	66	4	2
A063837530	27.4	100	29	123	2.06	94	NA	10.74	1.28	0.39	2.86	NA	131	2.82	50.6	0.66	7.9	28.9	466	spring	4	2004	D5.4:G2.3(4) D5.4:C4.3(4)	M	69	6	2
A063837548	NA	159	16	76	2.13	90	NA	13.31	1.68	0.46	2.41	NA	128	3.12	44.7	0.9	6.6	28.6	270	autumn	10	2003	H2.4:C1.3(3) H2.4:G2.3(2)	M	64	4	1
A063837833	26.2	104	22	92	2.06	93	19	13.12	1.78	0.49	2.5	NA	133	3.34	NA	0.41	8	31.5	403	winter	2	2004	E2.5:H2.4(3) E2.5:D3.4(3)	M	63	6	1
A063838121	28.5	103	18	161	1.9	87	17	12.62	1.28	0.61	2.62	NA	120	3.36	49.6	0.31	7.5	21	411	spring	3	2004	E5.4:H3.3(6) E5.4:D3.3(6)	F	67	6	2
A063838593	25.3	109	25	88	2.21	102	21	10.39	NA	0.34	NA	NA	144	2.99	49.1	0.59	7.4	32.6	417	spring	3	2004	A2.5:D2.4(4) A2.5:H3.4(2)	M	66	4	1
A063839061	28.5	143	18	105	1.96	94	21	6.72	NA	0.4	2.93	NA	132	3.59	52.3	0.25	6.9	24.8	417	spring	3	2004	D3.5:G4.4(2) D3.5:C4.4(3)	M	65	4	1
A063841601	30.2	148	38	179	2.41	96	26	NA	2.77	0.55	2.79	NA	138	4.24	53.6	0.99	8.1	31.5	256	autumn	10	2003	G5.3:B2.2(5) G5.3:F2.2(7)	M	64	3	4
A063842319	29.2	124	21	92	2.13	93	21	NA	1.88	0.56	NA	NA	133	3.95	NA	0.51	8.4	31.5	403	winter	2	2004	E2.5:H2.4(3) E2.5:D3.4(3)	M	63	6	1
A063842855	27.6	97	18	55	2.11	100	25	11.5	1.36	0.26	2.32	NA	135	2.25	48.5	0.53	8.2	26	397	winter	2	2004	B2.5:E1.4(5) B2.5:A1.4(6)	M	66	4	1
A063844091	26.2	95	14	121	2.02	97	17	8.48	1.29	0.28	1.86	NA	132	2.29	46.5	0.22	7.2	20.8	418	spring	3	2004	H3.4:C2.3(4) H3.4:G3.3(4)	F	66	4	3
A063847121	31.9	184	43	131	2.05	94	19	12.34	1.16	0.26	2.73	NA	128	2.99	56	0.28	8.1	29.7	354	winter	1	2004	E2.4:H3.3(2) E2.4:D4.3(2)	M	63	6	3
A063852837	29.7	108	49	357	1.74	94	21	6.13	0.83	0.27	2.69	NA	125	2.88	NA	0.25	8.1	19.8	285	autumn	10	2003	F1.4:A2.3(2) F1.4:E1.3(3)	F	62	4	2
A063853635	22.7	109	14	65	2.07	96	22	11.14	1.64	0.41	2.16	7.1	132	2.49	43.2	0.51	6.7	26.1	382	winter	2	2004	A4.4:D3.3(4) A4.4:H2.3(3)	M	63	5	1
A063854023	32.9	131	46	176	2.23	104	21	12.39	1.88	0.3	2.79	NA	143	3.25	57.9	0.3	10.6	28.9	361	winter	1	2004	H1.4:C2.3(2) H1.4:G1.3(2)	M	82	5	4
A063855321	27.2	141	19	62	2.01	90	23	13.14	NA	0.7	2.12	NA	128	3.86	NA	0.48	11.2	23.7	277	autumn	10	2003	E4.3:H4.2(4) E4.3:D3.2(3)	M	63	5	4
A063855559	34.9	69	13	121	2.18	93	NA	6.83	1.29	0.49	2.53	NA	130	3.31	58.4	NA	7.7	21.7	334	winter	12	2003	B2.4:E3.3(3) B2.4:A1.3(4)	F	68	4	3
A063855575	NA	134	NA	102	2.02	88	NA	13.38	1.09	0.28	2.2	NA	124	2.33	43.8	0.45	5.8	19.1	271	autumn	10	2003	A3.4:D4.3(2) A3.4:H4.3(2)	F	65	3	1
A063855885	29.9	111	13	119	1.96	93	NA	5.15	1.52	0.43	2.81	NA	127	3.28	47.7	0.14	7.7	19.1	334	winter	12	2003	D3.4:G5.3(2) D3.4:C5.3(2)	F	69	4	1
A063856573	29.5	101	24	93	2.11	99	18	7.16	2.45	0.44	2.55	NA	139	4.12	NA	0.51	8.1	31.8	284	autumn	10	2003	G5.3:B2.2(5) G5.3:F2.2(7)	M	62	5	5
A063857039	32.3	154	20	86	2.23	97	22	7.96	1.72	0.42	2.8	NA	138	2.71	NA	0.3	8.7	19.9	278	autumn	10	2003	B2.4:E3.3(3) B2.4:A1.3(4)	F	68	5	2
A063858113	33.3	147	46	139	2.46	105	25	13.04	1.95	0.63	2.78	NA	147	3.25	NA	0.54	8	22.2	278	autumn	10	2003	C4.3:F5.2(4) C4.3:B2.2(4)	F	64	5	3
A063859291	27.2	83	23	79	2.11	102	22	8.61	1.83	0.31	2.3	NA	138	3	50.3	0.56	10.1	32.4	361	winter	1	2004	D4.4:G5.3(3) D4.4:C2.3(5)	M	78	4	2
A063860035	31.2	109	28	107	2.31	104	25	8.83	1.73	0.43	2.76	NA	143	2.88	57.4	0.37	11.6	28.7	298	autumn	11	2003	D2.4:G3.3(3) D2.4:C2.3(3)	M	63	6	2
A063860051	27	141	18	65	2.11	97	21	11.82	1.57	0.27	2.3	NA	136	2.79	48.9	1.26	5.7	24.7	389	winter	2	2004	C2.5:F1.4(5) C2.5:B2.4(4)	M	63	5	1
A063860103	33.6	156	24	144	2.11	92	NA	5.39	0.83	0.32	3.21	NA	128	2.61	54.3	0.39	7.5	29.7	355	winter	1	2004	B3.4:E2.3(3) B3.4:A5.3(2)	F	64	5	3
A063860589	27.9	184	33	86	1.9	88	NA	4.82	1.01	0.41	3.51	NA	123	2.15	47.3	0.29	8.7	22.9	292	autumn	11	2003	E1.4:H1.3(3) E1.4:D2.3(2)	F	68	6	3
A063860779	31.2	124	18	109	1.94	92	NA	5.69	1.31	0.44	2.66	NA	125	2.94	50.3	0.12	7.3	21.2	361	winter	1	2004	H1.4:C2.3(2) H1.4:G1.3(2)	F	83	4	4
A063861561	26.7	71	NA	NA	1.98	92	NA	11.53	1.81	0.59	2.18	NA	127	3.59	50.8	0.34	6.6	32.5	487	spring	5	2004	C3.5:F3.4(3) C3.5:B4.4(2)	M	71	4	1
A063861603	32.6	78	26	161	2.12	97	NA	8.35	1.17	0.26	1.95	NA	129	3.11	53.6	NA	6.9	24.6	361	winter	1	2004	D4.4:G5.3(3) D4.4:C2.3(5)	F	79	4	2
A063861871	28.8	120	29	210	2.05	99	23	7.63	1.18	0.36	NA	NA	137	2.35	NA	0.3	9	22	285	autumn	10	2003	G5.3:B2.2(5) G5.3:F2.2(7)	F	63	5	5
A063864876	29.7	131	20	73	2.18	102	NA	10.73	1.08	0.46	2.51	NA	138	2.01	48.6	0.36	8.1	22.5	488	spring	5	2004	A5.4:D4.3(5) A5.4:H1.3(6)	F	72	4	4
A063865861	25	181	23	91	2.08	89	19	10.33	2.18	0.36	3.38	NA	124	3.61	51.2	0.64	6.1	25	424	spring	3	2004	C4.4:F3.3(3) C4.4:B3.3(5)	M	63	6	4
A063866069	32.3	119	23	99	2.18	103	21	10.03	1.82	0.4	2.67	NA	142	3.75	58.2	0.22	9.2	28.8	327	winter	12	2003	G4.4:B4.3(7) G4.4:F5.3(3)	M	69	4	1
A063867312	35.3	133	34	160	2.18	95	20	12.4	1.49	0.43	2.86	NA	129	3.82	58.4	NA	6	20.5	327	winter	12	2003	G2.4:B5.3(2) G2.4:F3.3(2)	F	68	4	2
A063867785	30.1	121	27	114	1.98	93	NA	7.31	1.78	0.36	2.54	NA	128	3.8	56.6	0.42	7.1	33.5	466	spring	4	2004	D5.4:G2.3(4) D5.4:C4.3(4)	M	69	6	2
A063870525	27.8	96	24	84	1.98	92	NA	10.13	1.21	0.55	1.72	NA	126	2.71	48.9	0.15	6.7	20.9	425	spring	3	2004	B2.5:E1.4(5) B2.5:A1.4(6)	F	70	6	2
A063871632	30	113	64	375	1.97	102	NA	6.98	1.07	0.2	2.23	NA	133	2.42	47.9	0.42	6.6	26.8	355	winter	1	2004	G5.3:B2.2(5) G5.3:F2.2(7)	F	65	4	7
A063873017	24.9	120	18	65	2.04	95	24	11.72	2.3	0.33	2.35	NA	132	3.38	47.9	0.87	6.5	31.1	515	summer	6	2004	H4.4:C2.3(5) H4.4:G3.3(7)	M	71	6	5
A063873529	28.3	115	19	88	1.98	92	21	12.3	1.63	0.38	2.51	NA	128	3.34	53.4	0.55	6.2	28.3	411	spring	3	2004	A4.4:D3.3(4) A4.4:H2.3(3)	M	66	4	2
A063875112	30.8	103	NA	115	1.84	92	NA	8.09	1.42	0.46	2.47	NA	123	3.91	56.5	NA	7.5	29.3	487	spring	5	2004	B3.5:E4.4(2) B3.5:A3.4(4)	M	71	4	3
A063876111	28.1	61	18	136	2	93	18	7.96	NA	0.75	2.6	NA	129	3.68	50.6	0.35	8.1	16.8	453	spring	4	2004	A3.5:D2.4(5) A3.5:H3.4(3)	F	73	5	1
A063878032	29.8	134	38	79	2.43	106	26	11.22	2.52	0.51	2.84	6	143	3.76	50.8	0.55	10.8	25.6	256	autumn	10	2003	F3.3:A2.2(5) F3.3:E1.2(4)	M	66	6	3
A063878111	28	108	12	101	1.78	87	NA	4.59	0.78	0.46	2.27	NA	121	2.52	45	NA	8.2	19.5	425	spring	3	2004	E3.4:H2.3(4) E3.4:D4.3(3)	F	69	6	1
A063878863	30.6	131	19	92	2.1	94	17	10.52	1.1	0.44	1.95	NA	131	2.65	50.8	0.11	6.7	22.9	425	spring	3	2004	E3.4:H2.3(4) E3.4:D4.3(3)	F	69	6	1
A063882361	29.2	146	24	144	2.08	99	23	10.73	2.63	0.36	2.39	NA	137	3.9	NA	0.59	8.3	29.4	284	autumn	10	2003	G5.3:B2.2(5) G5.3:F2.2(7)	M	62	5	5
A063883335	29.7	128	16	130	1.99	92	20	10.03	1.23	0.39	2.32	NA	128	2.76	50.6	0.17	7.2	23.5	509	summer	6	2004	D5.4:G2.3(4) D5.4:C4.3(4)	F	74	6	3
A063885881	32.6	126	25	137	2.03	96	NA	5.15	1.12	0.44	2.68	NA	128	2.74	53.9	0.28	8.6	20.3	NA	NA	NA	NA	B3.5:E4.4(2) B3.5:A3.4(4)	F	72	5	3
A063888055	27.7	208	27	102	2.05	99	23	11.9	1.89	0.42	2.88	NA	134	3.35	50.3	0.34	7.2	23.1	305	autumn	11	2003	G5.3:B2.2(5) G5.3:F2.2(7)	M	65	6	6
A063888574	28.1	147	23	72	2.09	98	23	7.71	1.79	0.44	3.44	NA	135	3.1	NA	0.39	11.3	27	291	autumn	11	2003	H3.3:C5.2(4) H3.3:G5.2(3)	M	66	4	2
A063888627	28	175	18	69	2.16	100	20	8.93	1.68	0.75	2.38	NA	134	3.47	51.3	0.74	10	28.1	263	autumn	10	2003	E1.4:H1.3(3) E1.4:D2.3(2)	M	67	4	2
A063889081	26.4	143	14	118	1.9	87	NA	6.48	1.01	0.27	3.21	NA	118	2.11	47.3	0.24	8.2	18.8	NA	NA	NA	NA	C4.4:F3.3(3) C4.4:B3.3(5)	F	71	4	5
A063892352	26.4	101	15	118	1.82	94	NA	6.84	1.49	0.34	NA	NA	126	3.04	47.6	NA	7.8	25.4	473	spring	5	2004	H4.4:C2.3(5) H4.4:G3.3(7)	M	74	4	4
A063892782	27.7	169	27	101	1.99	94	NA	10.24	1.11	0.36	2.39	NA	127	2.25	48	0.2	9.2	18.7	418	spring	3	2004	D4.4:G5.3(3) D4.4:C2.3(5)	F	63	4	3
A063893087	27.2	165	27	69	2.06	105	17	10.27	NA	0.42	2.69	NA	138	2.65	50.3	0.55	4.4	25.3	431	spring	3	2004	F2.5:A4.4(2) F2.5:E2.4(4)	M	64	4	1
A063893371	NA	174	21	151	2.2	97	23	11.9	1.32	0.55	2.5	NA	138	3.37	58.6	NA	8.4	20.6	264	autumn	10	2003	H1.4:C2.3(2) H1.4:G1.3(2)	F	65	4	2
A063894836	28.4	193	26	94	2.06	93	18	8.36	NA	0.42	2.52	NA	131	2.6	51.7	0.19	8.6	22.6	425	spring	3	2004	G3.4:B5.3(3) G3.4:F4.3(3)	F	70	4	2
A063894847	28.3	90	22	68	2.1	99	22	11.93	1.6	0.36	1.99	NA	133	3.16	51.5	0.23	8.7	25.6	256	autumn	10	2003	E2.3:H2.2(3) E2.3:D4.2(2)	M	67	4	4
A063895000	28	152	21	99	2.09	96	21	10.46	1.17	0.2	2.5	NA	134	2.25	52.4	0.83	5.2	22.5	264	autumn	10	2003	A1.4:D2.3(2) A1.4:H1.3(2)	M	65	5	2
A063895344	30.8	154	18	84	2.26	101	NA	5.86	1.25	0.4	3.07	NA	137	2.19	52.8	0.16	8.2	23.3	488	spring	5	2004	B3.5:E4.4(2) B3.5:A3.4(4)	F	72	5	3
A063895878	25.1	142	7	106	1.79	79	17	9.6	NA	NA	2.65	NA	111	2.98	45.4	0.13	6.4	19.6	390	winter	2	2004	C3.4:F1.3(4) C3.4:B2.3(4)	F	67	4	3
A064000032	26.5	127	33	115	2.19	93	25	10.1	2.36	0.61	2.26	NA	132	3.77	48.8	0.8	8.1	34	494	spring	5	2004	A2.5:D2.4(4) A2.5:H3.4(2)	M	71	4	3
A064000044	28.3	158	25	95	2.11	98	NA	9.12	1.08	0.4	2.36	NA	137	1.99	47.7	0.33	8.5	22	488	spring	5	2004	A5.4:D4.3(5) A5.4:H1.3(6)	F	72	4	4
A064000272	26.5	80	31	151	1.86	91	NA	9.56	1.28	0.52	2.13	NA	123	3.03	48.6	0.35	5.6	23.5	487	spring	5	2004	E5.4:H3.3(6) E5.4:D3.3(6)	M	71	4	5
A064001839	26.9	109	38	83	2.18	98	24	12.97	1.53	0.53	2.16	NA	138	3.03	51.3	1.29	9.5	30	256	autumn	10	2003	G5.3:B2.2(5) G5.3:F2.2(7)	M	64	3	4
A064002882	29.7	129	13	141	1.84	86	NA	3.65	NA	NA	3.34	NA	116	3.66	49.9	NA	7.5	20	439	spring	4	2004	G5.4:B2.3(7) G5.4:F5.3(4)	F	64	4	2
A064002891	29.3	76	NA	186	1.76	90	17	10.23	2.21	0.52	2.21	NA	118	4.83	53.2	NA	7	28.1	473	spring	5	2004	H4.4:C2.3(5) H4.4:G3.3(7)	M	74	4	4
A064003018	36	84	NA	NA	2.07	104	NA	11.39	1.21	0.71	3	NA	143	4.27	NA	0.12	8.8	26.6	452	spring	4	2004	F3.5:A4.4(3) F3.5:E4.4(3)	M	70	5	1
A064003520	31.4	185	36	NA	1.88	97	17	8.17	0.79	0.46	3.1	NA	140	2.45	52.4	0.1	7.7	16.8	264	autumn	10	2003	E2.4:H3.3(2) E2.4:D4.3(2)	F	65	4	1
A064003628	36.3	101	27	89	NA	NA	27	12.03	3.04	0.52	NA	NA	NA	NA	NA	0.82	6.4	29.1	389	winter	2	2004	E1.5:H1.4(4) E1.5:D3.4(2)	M	67	4	1
A064004123	27.1	112	23	82	2.2	100	22	10.73	1.63	0.34	2.37	NA	139	2.52	48.2	0.24	6.7	26.7	256	autumn	10	2003	H2.3:C5.2(3) H2.3:G2.2(3)	M	66	2	5
A064004534	24.3	70	24	66	2.14	105	17	9.33	1.49	0.55	2.51	NA	142	2.89	46.4	0.57	8	27.9	452	spring	4	2004	H3.4:C2.3(4) H3.4:G3.3(4)	M	71	5	4
A064005323	31.4	158	38	191	2.05	95	NA	6.86	NA	NA	3.61	NA	127	NA	48.9	NA	9	20.6	453	spring	4	2004	G4.4:B4.3(7) G4.4:F5.3(3)	F	71	6	2
